codigo,precio,direccion,latitud,longitud,razon_social,distribuidor,nom_comuna,nom_region
sh1313204,1404.579,Avenida Vitacura 7721,-33.38605659,-70.55978894,COMERCIAL M Y C LTDA.,SHELL,Vitacura,Metropolitana de Santiago
sh1313205,1403.5,Manquehue 1280,-33.39508617,-70.57239532,rlanda de Lourdes Palacios Vargas Estacion De Servicio E.I.R.L,SHELL,Vitacura,Metropolitana de Santiago
sh1320102 ,1329.6666,Diego Portales 6303,-33.56007321,-70.54914862,KEY WEST SPA.,SHELL,Puente Alto,Metropolitana de Santiago
sh1320103,1353.6111,Avenida Gabriela Mistral 3881,-33.583047,-70.6074357,CARLOS LARA CERPA,SHELL,Puente Alto,Metropolitana de Santiago
sh1320105,1387.1428,Av. Eyzaguirre 02509,-33.611138,-70.545668,VIG SPA,SHELL,Puente Alto,Metropolitana de Santiago
sh1320201,1393.9474,Concha y Toro 2464,-33.63400107,-70.57341456,COMERCIAL SANTA FE S.A.,SHELL,Pirque,Metropolitana de Santiago
sh1330101 ,1393,"Panamericana Norte Km 20,8 0",-33.27776752,-70.73882103,COMERCIAL ANTUCO SPA,SHELL,Colina,Metropolitana de Santiago
sh1330102 ,1407.9,Carretera General San Martín 3256,-33.180646,-70.645535,Inversiones Santa Victoria SPA,SHELL,Colina,Metropolitana de Santiago
sh1330103,1399.9445,PASEO COLINA SUR 14.600,-33.2774491,-70.62662959,Comercial Rio Chirre Spa,SHELL,Colina,Metropolitana de Santiago
sh1330105,1389.625,Avenida Del Valle 2666,-33.30367763,-70.69682555,Inversiones Santa Victoria SPA,SHELL,Colina,Metropolitana de Santiago
sh1330106,1403,Carretera General San Martin km 10 Algarrobal,-33.27863887,-70.7035649,Estacion de servicio Dipeña y cia ltda,SHELL,Colina,Metropolitana de Santiago
sh1330201,1413.8462,avda. Los Halcones 2250,-33.293949,-70.868166,IRC Distribuidora de combustibles ,SHELL,Lampa,Metropolitana de Santiago
sh1340102,1322,Avenidada Gran Avenida 14151,-33.58274981,-70.69731921,Distribuidora de Combustibles RyR Ltda,SHELL,San Bernardo,Metropolitana de Santiago
sh1340103,1332.6471,Avenida Freire 600,-33.59477291,-70.70485353,VACO SPA,SHELL,San Bernardo,Metropolitana de Santiago
sh1340104 ,1324.4445,Portales 1800,-33.61243025,-70.6972146,ESTACIONES DE SERVICIO GALVEZ Y REYES LTDA.,SHELL,San Bernardo,Metropolitana de Santiago
sh1340105 ,1400.3334,"Panamericana Sur Km 20, Pdte Jorge alessandri 1437",-33.60325353,-70.71708441,PROSERVICE SPA,SHELL,San Bernardo,Metropolitana de Santiago
sh1340106,1400.3334,"Ruta 5 sur km 16,4 0",-33.61461649,-70.71727553,Inversiones Enex S.A,SHELL,San Bernardo,Metropolitana de Santiago
sh1340107,1400.3334,Jorge Alessandri Autopista Central 25616,-33.681397,-70.72644,Garcia y Cia. Ltda.,SHELL,San Bernardo,Metropolitana de Santiago
sh1340108,1399.4706,AV. Presidente Jorge Alessandri 26517,-33.68108,-70.72566,Garcia y CompaÃ±Ã­a limitada.,SHELL,San Bernardo,Metropolitana de Santiago
sh1340201,1406.5385,Panamericana Sur 4251,-33.76323673,-70.74388504,Sociedada Comercial Paine Ltda. RUT: 77.932.020-0,SHELL,Buin,Metropolitana de Santiago
sh1340202,1399.8334,Bernardino Bravo 076,-33.73349009,-70.73353708,Eleazar Contreras Contreras ,SHELL,Buin,Metropolitana de Santiago
sh1340301 ,1349.2,Paradero 9 parcela 11,-33.62733252,-70.76911926,Nova Vida Ltda,PETROBRAS,Calera de Tango,Metropolitana de Santiago
sh1340303 ,1356.9474,"Calera de Tango, Paradero 13",-33.62534034,-70.78199387,CRISTIAN RODRIGO MENESES ZUÑIGA VENTA DE COMB EIRL,SHELL,Calera de Tango,Metropolitana de Santiago
sh1340401,1406.5555,Panamericana Sur Km 40,-33.79779214,-70.74722707,Jormar SPA,SHELL,Paine,Metropolitana de Santiago
sh1340402 ,1404.1818,Camino Padre Hurtado 861,-33.816667,-70.75,Eleazar Contreras Contreras RUT: 4.750.598-4  ,SHELL,Paine,Metropolitana de Santiago
sh1350101 ,1394,Avenida Vicuña Mackenna 360,-33.68015762,-71.21159792,CENTRAL DE REPUESTOS MELIPILLA LTDA,SHELL,Melipilla,Metropolitana de Santiago
sh1350102,1401.4,Fernando Fuello 2454,-33.72461852,-71.21238381,RICARDO GARCIA SERV  DE VENTA DE COMBUSTIBLE,SHELL,Melipilla,Metropolitana de Santiago
sh1350301 ,1395.4706,Ambrosio OHiggins 2111,-33.40252501,-71.12598181,Distribuidora Los Magnolios Spa,SHELL,Curacaví,Metropolitana de Santiago
sh1360101,1374.3529,Avenida 21 De Mayo 1191,-33.6678808,-70.92833251,CRISTIAN RODRIGO MENESE,SHELL,Talagante,Metropolitana de Santiago
sh1360402 ,1336.3334,Camino San Alberto Hurtado 2895,-33.57096194,-70.81848264,Combustibles Melipilla Ltda.,Del Sol Combustibles,Padre Hurtado,Metropolitana de Santiago
sh1360503 ,1328.9375,Avenida Vicuña Mackenna 1545,-33.61024115,-70.87487876,Comercializadora y Distribuidora Hasime Ltda.,PETROBRAS,Peñaflor,Metropolitana de Santiago
sh1360504 ,1330,Avenida Vicuña Mackenna 2130,-33.611057,-70.882004,Inversiones Navaran Spa,SHELL,Peñaflor,Metropolitana de Santiago
sh1410101,1418.1936,Pedro Aguirre Cerda 320,-39.81409489,-73.22263241,Soc. Comercial Idekia SpA,SHELL,Valdivia,De los Ríos
sh1410102,1407,Avda. Alemania 595,-39.81325017,-73.24131131,Inversiones Sagrada Familia,SHELL,Valdivia,De los Ríos
sh1410103,1409.2258,Avda. René Schneider 639,-39.83651526,-73.21942717,Sociedad Comercial Idekia SpA,SHELL,Valdivia,De los Ríos
sh1410104,1398.8235,Av. España 414,-39.813176,-73.22874784,Sociedad de Duenos de Camiones de Valdivia SpA. / RUT: 79.615.970-7,SIN BANDERA,Valdivia,De los Ríos
sh1410105,1409.2581,Avenida Ramon Picarte 3057,-39.838333,-73.20992651,SOCIEDAD COMERCIAL S.A.E. LOS RIOS LIMITADA,SHELL,Valdivia,De los Ríos
sh1410601,1418.619,José Puchi 1700,-39.5393546,-72.96720028,Comercial y Servicios Santo Domingo Ltda.,COPEC,Mariquina,De los Ríos
sh1410701,1399.8889,Panamericana Sur Km. 859,-40.08372334,-72.86430538,Adquim SpA,Adquim,Paillaco,De los Ríos
sh1420101,1379,Avda. Ricardo Boettcher 238,-40.295275,-73.079328,SOC. COMERCIAL AIKEN LTDA.,SHELL,La Unión,De los Ríos
sh1420401,1380,Patricio Lynch 1015,-40.331342,-72.948537,SOCIEDAD DE INVERSIONES LAGO RANCO SPA,SHELL,Río Bueno,De los Ríos
sh1510101,1412.8649,Panamericana Norte 3545,-18.44958835,-70.29466867,Inversiones VPC SpA,SHELL,Arica,Arica y Parinacota
sh1510102,1409.2963,Avda. Gonzalo Cerda 1330,-18.47280143,-70.29795706,EE.SS CORNEJO Y CIA,SHELL,Arica,Arica y Parinacota
sh1510103,1410.4375,Avda. Manuel Castillo Ibaceta 2920,-18.4951974,-70.28828502,Inversiones Kes SPA,SHELL,Arica,Arica y Parinacota
sh1520301,1454.5555,Concepción 599,-40.322348,-72.475071,Empresa Nacional De Energia Enex S.A.,SHELL,Lago Ranco,De los Ríos
sh210101,1417.5,Antonio Rendic 4561,-23.62838536,-70.38966179,Sociedad comercial e inversiones LyRol limitada.,SHELL,Antofagasta,Antofagasta
sh210102,1421.6428,Avda. 21 De Mayo/Avda. Argentina 1119,-23.65705451,-70.39625734,A&M SERVICIOS LOGISTICOS LTDA.,SHELL,Antofagasta,Antofagasta
sh210103,1419.5862,Avda. Argentina 1105,-23.66507328,-70.39872497,GERIBA SPA,SHELL,Antofagasta,Antofagasta
sh210104,1421.6821,Balmaceda 2408,-23.64688048,-70.40094316,Comercializadora y Servicios Integrales Ltda,SHELL,Antofagasta,Antofagasta
sh210106,1418.6428,Pedro Aguirre Cerda 8450,-23.58896163,-70.38977346,Kitty Cueva Arias y Cia Ltda,SHELL,Antofagasta,Antofagasta
sh220101,1422.0702,Balmaceda 4539,-22.4337599,-68.91588449,FAVIGO LTDA. RUT 77.335.180-5,SHELL,Calama,Antofagasta
sh220102,1427.6428,Avda Ohiggins 234,-22.48168739,-68.93027991,Servicios Ochoa MuÃ±oz SpA,SHELL,Calama,Antofagasta
sh230101,1380,Avda. Costanera 0,-22.08862235,-70.19667149,DISTRIBUIDORA DE COMBUSTIBLES ESPEJO LTDA,SHELL,Tocopilla,Antofagasta
sh310102,1401.2667,Avda. Ramón Freire 310,-27.3608744,-70.3486705,Nuevo Copayapu Combustibles SPA.,SHELL,Copiapó,Atacama
sh310103,1402.697,Circunvalación esquina Chacabuco 0,-27.3606432,-70.32818556,Inversiones Ropima SPA.,SHELL,Copiapó,Atacama
sh310104,1408.7931,Panamericana Norte Km. 806,-27.37331553,-70.33691883,Inversiones Lacord SPA,SHELL,Copiapó,Atacama
sh310105,1408.5667,Copayapu 852,-27.3716482,-70.33302963,MAFA Comercial SPA,SHELL,Copiapó,Atacama
sh310106,1406.1489,Los Carrera 3332,-27.38730796,-70.30518038,Inversiones Volcan Limitada,SHELL,Copiapó,Atacama
sh310107,1414.4412,COPAYAPU 5320,-27.4053867,-70.2950363,Nuevo Copayapu Combustibles SPA,SHELL,Copiapó,Atacama
sh310108,1416.5,"Eleuterio Ramirez 844, Copiapo",-27.37323227,-70.31340209,MAFA COMERCIAL SPA,SHELL,Copiapó,Atacama
sh320101,1409.7931,Panamericana Norte Km. 980,-26.34005921,-70.61883241,INVERSIONES ROPIMA SPA,SHELL,Chañaral,Atacama
sh330101,1381,Ramírez /Avda. Matta 1,-28.57122768,-70.76616883,Sociedad Comercial e Inversiones V & F Y Compaï¿½ia Ltda.,SHELL,Vallenar,Atacama
sh330102,1384.25, Serrano/Valdivia 1892,-28.58124312,-70.75291067,Socobar Spa,SHELL,Vallenar,Atacama
sh330103,1381,Serrano 299,-28.58120072,-70.75290263,SOCIEDAD COMERCIASL E INVERSIONES V Y F LTDA. ,SHELL,Vallenar,Atacama
sh330401,1417.9667,Carretera Huasco 495,-28.46451778,-71.21057332,GASMAX SPA,SHELL,Huasco,Atacama
sh41010,1403.0322,Regimiento Arica 655,-29.952808,-71.264431,SOCIEDAD COMERCIAL SERVET SPA,SHELL,Coquimbo,Coquimbo
sh410101,1403.6451,Balmaceda esq Brasil 306,-29.90095162,-71.24955654,ESTACIONES DE SERVICIO H.I.L. SPA,SHELL,La Serena,Coquimbo
sh410102,1387.4375,Balmaceda esquina 4 Esquinas 3507,-29.93299437,-71.26016736,SOCIEDAD COMERCIAL EROS LIMITADA,SHELL,La Serena,Coquimbo
sh410103,1410.0588,Avda. Islon/Nicaragua 564689,-29.88732749,-71.24292076,GASAL S.P.A,SHELL,La Serena,Coquimbo
sh410104,1404.3,Avda. Huanhuali s/n° esq  Panamericana Norte 0,-29.91406243,-71.25915885,INVERSIONES CLAUDIO DIAZ URIZAR EIRL,SHELL,La Serena,Coquimbo
sh410105,1367,Avda. Balmaceda 2884,-29.92517004,-71.25706673,LENCK Y CIA,SHELL,La Serena,Coquimbo
sh410106,1410.6774,AVDA. CUATRO ESQUINAS 1617,-29.9432296,-71.2452916,Distruidora de combustible Pizarro Pino Spa.,SHELL,La Serena,Coquimbo
sh410107,1403.697,Avenida Balmaceda 5505,-29.94824539,-71.26838938,Sociedad Comercial Eros Limitada,SHELL,La Serena,Coquimbo
sh410202,1396.9231,Avda. Alessandri 147,-29.96486647,-71.3428545,ALTO ROSARIO SPA,SHELL,Coquimbo,Coquimbo
sh410203,1398.1143,Panamericana Norte/cruce Peñuelas 0,-29.94770226,-71.28555179,COMERCIAL TORELY SPA,SHELL,Coquimbo,Coquimbo
sh410205,1389.4091,Chorrillos 1250,-29.96588656,-71.32822305,Alto Rosario SpA,SHELL,Coquimbo,Coquimbo
sh410206,1389.8889,Melgarejo 1200,-29.95517624,-71.33792996,LENCK y CIA,SHELL,Coquimbo,Coquimbo
sh410207,1410.2188,La Cantera 1955,-29.9767076,-71.2895506,RAFAEL OSORIO Y CIA LTDA.,SHELL,Coquimbo,Coquimbo
sh410208,1393.1428,ruta D43 1011,-29.99435628,-71.25911827,Gasal Spa,SHELL,Coquimbo,Coquimbo
sh410209,1410.5518,Avenida La Cantera 1370,-29.968508,-71.306878,GASAL S.P.A,SHELL,Coquimbo,Coquimbo
sh410210,1399.0435,AVENIDA REGIMIENTO ARICA 1641,-29.9489505,-71.27536788,S y S COMBUSTIBLES LIMITADA,PETROBRAS,Coquimbo,Coquimbo
sh410601,1415.9117,Avda Faustino Sarmiento esquina O'Higgins ,-30.03673056,-70.7039094,sociedad comercial servet spa,SHELL,Vicuña,Coquimbo
sh420101,1410.2667,Independencia esq Uruguay 0208,-31.63357482,-71.17107511,Combustibles Illapel SpA,PETROBRAS,Illapel,Coquimbo
sh420201,1401.1428,PANAMERICANA NORTE KM 265 000,-31.6077793,-71.524086,INVERSIONES ENEX S.A,SHELL,Canela,Coquimbo
sh430101,1407.8823,Ariztia esq La Feria 0,-30.59838312,-71.19868577,Pincheira e Hijos SpA,SHELL,Ovalle,Coquimbo
sh430102,1396.0555,Avda. Vicuña Mackenna 975,-30.60651412,-71.21110439,SOCIEDAD COMERCIAL MIRADOR LTDA,SHELL,Ovalle,Coquimbo
sh430103,1405.6945,Ariztia esq Tangue 0,-30.60412707,-71.19719714,Soc Comercial MyC Ltda,SHELL,Ovalle,Coquimbo
sh430104,1407.0625,CAUPOLICAN 482,-30.827677,-71.26053,Distribuidora de Combustibles Don Alfonso Ltda.,SHELL,Punitaqui,Coquimbo
sh510101,1327.619,Avda. Matta 4307,-33.05319227,-71.55990958,JUAN SALAZAR FUENTEALBA ESTACION DE SERVICIO EIRL,Sin Bandera,Valparaíso,Valparaíso
sh510102,1359.6316,Avda España 0,-33.03797559,-71.60037607,Sociedad Servicios y Comercio Valparaiso Ltda.,SHELL,Valparaíso,Valparaíso
sh510103,1356.238,Avda. Errazuriz 798,-33.03932919,-71.62715256,INVERSIONES HENRIQUEZ P SPA.,SHELL,Valparaíso,Valparaíso
sh510104,1387.8387,"Ruta 68 Km 98,1,Placilla 1502",-33.12154041,-71.56175494,Estaciones de Servicios Fandos Ltda.,SHELL,Valparaíso,Valparaíso
sh510105,1339.5625,Levarte/Playa Ancha 853,-33.03669617,-71.64357036,Sociedad Servicios y Comercio Valparaiso Ltda. ,SHELL,Valparaíso,Valparaíso
sh510107,1388.1333,Av Curauma Norte 0,-33.12946617,-71.56541021,Inversiones Depa Ltda ,SHELL,Valparaíso,Valparaíso
sh510201,1389.9445,Diego Portales 1356,-33.32712182,-71.39731407,Comercial San Agustin Ltda,SHELL,Casablanca,Valparaíso
sh510301,1399.3572,Concón-Reñaca 655,-32.93353295,-71.52707934,HERNAN CORNEJO,SHELL,Concón,Valparaíso
sh510302,1394.5128,Av. Borgoño 25640,-32.92318952,-71.5068493,M&C SOLUCION DE INVERSIONES EIRL,SHELL,Concón,Valparaíso
sh510303,1393.2903,Calle José María Escriva de Balaguer 861,-32.950728,-71.5381,Sociedad Comercial FariÃ±a Spa,SHELL,Concón,Valparaíso
sh510501,1392.5862,"Latorre 16, Ruta Costera 0",-32.72393898,-71.41673326,Comercializadora P&S Ltda.,SHELL,Puchuncaví,Valparaíso
sh510601,1388.2903,Avda. Los Carrera 620,-33.04439264,-71.46056592,COMERCIALIZADORA DE COMBUSTIBLES ENERGIAS Y OTROS SPA,SHELL,Quilpué,Valparaíso
sh510602,1397.1143,Avda. Freire/El Belloto 880,-33.04636667,-71.4087832,INVERSIONESHENRIQUEZ P SPA,SHELL,Quilpué,Valparaíso
sh510603,1388.2903,MARGA MARGA 1672,-33.056528,-71.4267697,COMERCIAL LOS LOMAS SPA,SHELL,Quilpué,Valparaíso
sh510701,1391.8966,Normandie 2077,-32.78718433,-71.52706861,Casa Pino Inversiones,SHELL,Quintero,Valparaíso
sh510801,1388.6177,Avda. Manuel Montt/Sta. Rosa- Peñablanca 481,-33.04678036,-71.35372549,SOC. COM. FARIÑA SPA,SHELL,Villa Alemana,Valparaíso
sh510802,1388.2903,Avda. Valparaíso 299,-33.04425998,-71.36848837,Comercializadora de Combustibles EnergÃ­as y Otros Spa.,SHELL,Villa Alemana,Valparaíso
sh510901,1393.2903,Edmundo Eluchans 1850,-32.9583195,-71.5437305,SOCIDAD DEL VALLE SPA,SHELL,Viña del Mar,Valparaíso
sh510903,1386.2778,Avenida Libertad 602,-33.01620047,-71.54989153,V&P Estaciones de Servicio SPA,SHELL,Viña del Mar,Valparaíso
sh510904,1393.2903,Agua Santa 201,-33.0276048,-71.56269908,Servicios Fandos Ltda.,SHELL,Viña del Mar,Valparaíso
sh510906,1395.2667,Avenida 1 Norte 1500,-33.02483201,-71.54095173,Estaciones De Servicios Fandos Ltda. // RUT: 76619610-1,SHELL,Viña del Mar,Valparaíso
sh510907,1377.6875,Camino Real 1990,-33.03380673,-71.57853216,Jet Full Services Spa,SHELL,Viña del Mar,Valparaíso
sh510912,1384.4517,Camino Internacional 1350,-32.99450576,-71.50098691,Casa Pino Inversiones,SHELL,Viña del Mar,Valparaíso
sh510913,1389.2188,Camino Internacional N° 2440,-32.9851476,-71.500599, SOCIEDAD HF DISTRIBUIDORES ,SHELL,Viña del Mar,Valparaíso
sh530102,1398.3704,Avda. Santa Teresa 133,-32.83061663,-70.60225368,JUCA INVERSIONES SPA,SHELL,Los Andes,Valparaíso
sh530103,1398.4667,Chacabuco 216,-32.83804033,-70.59821427,Distribuidora y Comercial A&N SPA,SHELL,Los Andes,Valparaíso
sh530104,1397.8334,Avenida Hnos Clark 325,-32.82790076,-70.5948776,Digesa Ltda. RuT 77.737.750-7  ,SHELL,Los Andes,Valparaíso
sh540101,1397.2903,Avda. Portales 1500,-32.45000721,-71.22895449,Comercial ARFEC SPA,SHELL,La Ligua,Valparaíso
sh550101,1394.3226,Ariztía 650,-32.8769111,-71.23315752,Sociedad Henriquez SPA,SHELL,Quillota,Valparaíso
sh550102,1392.9642,21 Mayo 179/M RodrÍguez 179,-32.873774 ,-71.2423 ,Binaural Inversiones SpA,SHELL,Quillota,Valparaíso
sh550103,1392.4546,Av. Valparaíso 2150,-32.896753,-71.265412,Soc. Com. de combustible Fariña Spa / 76.284.378-1,SHELL,Quillota,Valparaíso
sh550104,1399.6364,Ramón Freire 1551,-32.8959445,-71.2465255,sociedad los riegos spa,SHELL,Quillota,Valparaíso
sh550201,1329.1875,Los Carrera 1204,-32.78793746,-71.19816005,kascorp s.p.a,Sin Bandera,Calera,Valparaíso
sh550301,1383.6801,Panamericana Norte Km 108 0,-32.79830029,-71.15874231,CRISTOBAL COVARRUBIAS EIRL /RUT 76.399.016-8,SHELL,Hijuelas,Valparaíso
sh550502,1397.3939,Palmira Romano Sur 405,-33.001026,-71.268051,VALPAZE SPA,SHELL,Limache,Valparaíso
sh550601,1392.8928,Panamericana Norte KM 118,-32.76491215,-71.19409651,COMERCIAL LOS ROBLES LTDA.,SHELL,Nogales,Valparaíso
sh560101,1393.7576,Avda. Barros Luco 1299,-33.59045185,-71.61314607,COMERCIAL KATANA SPA (ENEX - FILE 096),SHELL,San Antonio,Valparaíso
sh560102,1386.4482,Avda. Barros Luco 2946,-33.60739747,-71.61382198,SOCIEDAD COMERCIAL RASSE HERMANOS Y CIA LTDA   R.U.T. 76.176.214-1,SHELL,San Antonio,Valparaíso
sh560103,1388.3572,Coquimbo 590,-33.59959865,-71.60719424,Soc. Salvador Rasse e Hijos Cï¿½a. Ltda.,SHELL,San Antonio,Valparaíso
sh560301,1388.3572,Ignacio Carrera Pinto 223,-33.54240068,-71.60209537,SOCIEDAD COMERCIAL RASSE Y CIA LTDA,SHELL,Cartagena,Valparaíso
sh570101,1396.3243,Merced 03,-32.75230546,-70.72091997,AMATFLO SPA,SHELL,San Felipe,Valparaíso
sh570102,1398.1724,Manso de Velasco 2009,-32.75653045,-70.73503375,SANDRO GIOIA,SHELL,San Felipe,Valparaíso
sh570103,1398.0909,Av. Maipú esquina Chorrillos 253,-32.75014665,-70.73036671,Soc. Velez y Cía. Ltda.,SHELL,San Felipe,Valparaíso
sh570104,1400.3235,Avda.B.Ohiggins esq Avda Yungay 0,-32.75573645,-70.7219553,COMERCIAL INTEGAS LTDA,SHELL,San Felipe,Valparaíso
sh570301,1372.6111,Panamericana Norte Km 86 0,-32.83595797,-70.98083138,COMERCIAL ANTUCO LIMITADA,SHELL,Llaillay,Valparaíso
sh610701,1406.8928,Las Acacias 828,-34.29358563,-71.31314099,ORTIZ Y SALDAÃ‘A SPA,SHELL,Las Cabras,Del Libertador Gral. Bernardo O’Higgins
sh611001,1400.6666,"Ruta 5 Sur,Km 61,9 0",-33.97912368,-70.70430636,Garcia y cia ltda,SHELL,Mostazal,Del Libertador Gral. Bernardo O’Higgins
sh611201,1370.7,Pataguas Cerro s/n 0,-34.314118,-71.381468,COOPEUMO COMBUSTIBLES,COOPEUMO COMBUSTIBLES,Pichidegua,Del Libertador Gral. Bernardo O’Higgins
sh611202,1396.8422,Membrillar 490,-34.17245289,-70.72726607,Comercial Dibar Ltda,COPEC,Rancagua,Del Libertador Gral. Bernardo O’Higgins
sh611203,1404.8928,Avda. La Victoria / O'Higgins 00,-34.16754848,-70.72313547,Distribuidora de Combustibles y Comercializadora D&M SPA,SHELL,Rancagua,Del Libertador Gral. Bernardo O’Higgins
sh611205,1358,LONGITUDINAL SUR 1040,-34.15267371,-70.72753429,Rodriguez Ardisana SpA,SHELL,Rancagua,Del Libertador Gral. Bernardo O’Higgins
sh611301,1384.8462,San Roberto 0,-34.401337,-71.367037,COOPEUMO COMBUSTIBLES,COOPEUMO COMBUSTIBLES,Pichidegua,Del Libertador Gral. Bernardo O’Higgins
sh611501,1376.2667,Arturo Prat 590,-34.4042231,-70.85784137,ESTACIÃ“N DE SERVICIO JOSÃ‰ ANTONIO CÃCERES MEDEL,SHELL,Rengo,Del Libertador Gral. Bernardo O’Higgins
sh611502,1401.6666,San Martin 170,-34.40606431,-70.86133361,REQUINOA AUTOMOTRIZ LTDA,SHELL,Rengo,Del Libertador Gral. Bernardo O’Higgins
sh611701,1405.871,Arturo Prat 623,-34.4391947,-71.07492328,Sociedad Comercial Segardi Limitada,SHELL,San Vicente,Del Libertador Gral. Bernardo O’Higgins
sh630102,1403.6296,O'Higgins 518,-34.58907061,-70.98542333,SANTA ANGELES SPA,SHELL,San Fernando,Del Libertador Gral. Bernardo O’Higgins
sh630103,1396.4482,Avda. Bernardo Ohiggins 0413,-34.6013793,-70.98809346,LAUSAL LTDA.,SHELL,San Fernando,Del Libertador Gral. Bernardo O’Higgins
sh630301,1380.4615,Camino a codegua 0,-34.71850198,-71.02616072,MANUEL LANDEROS BRAVO,Sin Bandera,Chimbarongo,Del Libertador Gral. Bernardo O’Higgins
sh631002,1393.0968,Av. Federico Errázuriz 810,-34.63451882,-71.35531604,Distribuidora de Combustibles y Comercializadora D&M SPA.,SHELL,Santa Cruz,Del Libertador Gral. Bernardo O’Higgins
sh710102,1361.359,Avda. Ignacio Carrera Pinto 482,-35.441444,-71.6765075,Servicios y energÃ­as del Maule Spa,SHELL,Talca,Del Maule
sh710106,1354.8269,RUTA 5 SUR 2255,-35.41918279,-71.63276106,Estaciones de Servicios Bravo Limitada / RUT: ,SHELL,Talca,Del Maule
sh710107,1359.3903,Cinco Oriente 1360,-35.42415976,-71.65946245,Soc de Inversiones Sequeida e Hijo SPA,SHELL,Talca,Del Maule
sh710108,1355.6111,Avenida San Miguel 3040,-35.43423515,-71.63085938,Inversiones DDaroch Spa,SHELL,Talca,Del Maule
sh710109,1355.7307,"14 Oriente, entre 9 y 10 Sur 297",-35.43806828,-71.6464591,Manuel Poblete Arto e Hija Ltda.,SERVICENTRO SAN MIGUEL,Talca,Del Maule
sh710111,1361.1346,Dieciocho Oriente 400,-35.4367795,-71.644106,Pedro Pablo Morales Contreras,SHELL,Talca,Del Maule
sh710112,1350.225,11 oriente 1505/1567 1567,-35.422021,-71.649747,Comercial Las Sierras Spa,SHELL,Talca,Del Maule
sh710202,1407.375, OHIGGINS 1240,-35.33766234,-72.40581074,COMBUSTIBLES JYN LTDA,SHELL,Constitución,Del Maule
sh711001,1380.4063,"Ruta 5 sur, Km 239,5 0",-35.331171,-71.552483,EstaciÃ³n de servicio LC SpA ,SHELL,San Rafael,Del Maule
sh720102,1380.2,Avenida Dr. Meza 1520,-35.96215952,-72.33106077,Soc. Comercial Flores Hermanos Ltda.,SHELL,Cauquenes,Del Maule
sh730101,1408.8667,Panamericana Sur Km 195,-35.01873281,-71.24771118,Comercial Maquehua SpA,SHELL,Curicó,Del Maule
sh730102,1412.4193,Avda Leon Juan Luis Diez 1900,-34.96892655,-71.24794453,TIMING LTDA,SHELL,Curicó,Del Maule
sh730103,1406.8928,Camilo Henriquez 7,-34.98074858,-71.23527646,SOC. COMERCIAL THE BLESS LTDA,SHELL,Curicó,Del Maule
sh730104,1396.9048,Manso de Velasco 499,-34.98567557,-71.23452008,Facaz Ltda.,FACAZ,Curicó,Del Maule
sh730105 	,1422.875,Balmaceda 0111,-34.993982,-71.248221,Comercial y Servicios MALFU SpA,SHELL,Curicó,Del Maule
sh730107,1406.8928,Balmaceda 1900,-34.969011,-71.247966,SOCIEDAD COMERCIALIZADORA DE COMBUSTIBLES MG LIMITADA ,SHELL,Curicó,Del Maule
sh730201,1418.5,Arturo Prat 197,-34.97636634,-71.80255294,Sociedad Comercial Hualañé Limitada ( Comercial Hualañé Ltda.),SHELL,Hualañé,Del Maule
sh730401,1368.5,Luis Cruz Martinez 1598,-35.11359863,-71.28340602,COMERCIAL THE BLESS,SHELL,Molina,Del Maule
sh730402,1368.1765,7 Abril 2021,-35.05629101,-71.2704134,#NAME?,SHELL,Molina,Del Maule
sh730601,1404.4193,Panamericana Sur Km 185,-34.95799531,-71.18419647,"VENTA DE COMBUSTIBLE,LUBRICANTES Y MINIMARKET / Rut:76.160.376-0",SHELL,Romeral,Del Maule
sh730602,1409,Ramón Freire 200,-34.96238293,-71.13686085,Manuel Landeros Bravo / ,SIN BANDERA,Romeral,Del Maule
sh730801,1385.1538,Panamericana Sur Km 175,-34.87649596,-71.14471436,"VENTA DE COMBUSTIBLE,LUBRICANTES Y MINIMARKET / Rut:76.160.376-0",SHELL,Teno,Del Maule
sh740101,1367.8823,Avenida Brasil 722,-35.84487368,-71.59018099,Inversiones BIP Spa,SHELL,Linares,Del Maule
sh740102,1373.2858,Avda. Anibal León Bustos 0825,-35.84256029,-71.6138649,Combustibles VYN ,SHELL,Linares,Del Maule
sh740401,1392.5358,LONGITUDINAL 5 SUR 340,-36.12871569,-71.8051976,COMBUSTIBLES MARIA CECILIA ESCOBAR E.I.R.L.,SHELL,Parral,Del Maule
sh740402,1355.7778,Balmaceda 390,-36.14141846,-71.82225108,Combustibles Mantul Limitada,Sin Bandera,Parral,Del Maule
sh740501 ,1394.0769,"Acceso Norte Retiro Km 0,2 0",-36.05369626,-71.76602125,ESTACION DE SERVICIO DONA LUCINA SPA ,Doña Lucina,Retiro,Del Maule
sh810101,1384,AVDA. MICHIMALONCO 1130,-36.843326,-73.094604,Servicios de Construcción y Servicentros Ventus Limitada,SHELL,San Pedro de la Paz,Del Biobío
sh810103,1381.0909,Avda. Collao 500,-36.81710324,-73.02433401,Administradora y servicios ancla SPA,SHELL,Concepción,Del Biobío
sh810104,1365.9539,Avda. Pedro de Valdivia 904,-36.8447308,-73.0524524,"Estación de Servicio, Minimarket, Lavado de autos, Lubricación de Vehículos // 7",SHELL,Concepción,Del Biobío
